paper_id,issue_year,field_jel,team_size,author_cluster_id,idea_quality,offshelf_llm_score,execution_quality,connection_index,author_ability_index,team_max_prior_publications,team_mean_prior_publications,team_max_prior_top5_publications,team_sum_prior_top5_publications,team_max_years_since_first_publication,team_mean_years_since_first_publication,author_prior_publications_total,author_prior_publications_recent_5yr,author_prior_top5_publications,author_years_since_first_publication,coauthor_network_degree_max,coauthor_network_degree_mean,coauthor_network_centrality_max,has_star_coauthor,institution_prestige_best_tier,institution_prestige_mean_tier,n_authors_moved_to_better_institution,author_ever_editor,author_ever_top5_editor,editor_tenure_years_max,editor_tenure_years_sum,has_editor_coauthor,n_editor_coauthors,n_advisors_who_are_top5_editors,acknowledged_editors,idea_quality_ensemble,placement_rung,placement_label,reached_top5,prestige,log_citations,idea_tier,offshelf_llm_tier,has_editor_tie,connection_tier
w17379,2011,F,1,1138,2.721013,2.15,2.15,0.4155347662705139,0.6317743385351241,287.0,287.0,17.0,17.0,31.0,31.0,287.0,39.0,17.0,31.0,22.0,22.0,0.036343,1,3.0,3.0,0.0,1,0,2,2,1,3,0,0.0,2.531382444916579,1,lower,0,0,0.0,fair,fair,1,high
w17380,2011,H,3,996,2.0713385,2.1999999999999997,2.15,0.2056846428086879,0.2381724232880124,489.0,282.33,2.0,2.0,42.0,28.67,489.0,117.0,2.0,38.0,61.0,22.0,0.07382,1,3.0,3.0,0.0,0,0,0,0,1,6,0,0.0,2.010318358241241,1,lower,0,0,0.0,fair,fair,0,none
w17381,2011,I,3,1209,3.589366,2.1999999999999997,4.85,0.1192066462158276,-0.4646028134229185,140.0,74.0,3.0,4.0,17.0,14.67,72.0,40.0,3.0,12.0,17.0,10.67,0.008711,1,3.0,3.0,0.0,0,0,0,0,1,2,0,0.0,3.5986431775251524,4,top5,1,1,5.6240175061873385,strong,fair,0,none
w17382,2011,M,1,726,3.8692235,2.15,3.15,-0.2371511948243767,0.0814070799539118,134.0,134.0,9.0,9.0,18.0,18.0,134.0,43.0,9.0,18.0,16.0,16.0,0.009725,1,2.0,2.0,0.0,0,0,0,0,1,2,0,0.0,3.88194439326307,0,unmatched,0,0,0.0,exceptional,fair,0,none
w17383,2011,L,4,1210,2.9954219999999996,2.15,4.05,0.1674649445872352,-0.8797999892337905,167.0,55.5,8.0,8.0,37.0,20.0,3.0,2.0,0.0,21.0,41.0,12.5,0.059856,1,3.0,3.0,0.0,0,0,0,0,1,4,0,0.0,2.923114669266072,0,unmatched,0,0,0.0,strong,fair,0,none
w17384,2011,D,3,1211,3.178258,2.75,4.55,-0.1511949612993866,-1.0641447954235868,80.0,39.33,6.0,6.0,11.0,7.67,25.0,20.0,0.0,6.0,18.0,7.33,0.001368,1,2.0,2.67,0.0,0,0,0,0,1,5,0,1.0,3.080391845510273,2,mid,0,0,1.6094379124341003,strong,strong,1,low
w17385,2011,C,4,1212,3.9550255,2.15,4.65,-0.0382449582010886,-1.4041098168865975,79.0,43.25,11.0,16.0,43.0,17.75,1.0,1.0,0.0,2.0,37.0,13.25,0.070693,1,2.0,2.33,0.0,1,0,1,1,1,7,0,0.0,3.966498089060159,0,unmatched,0,0,0.0,exceptional,fair,1,mid
w17386,2011,UNK,4,1213,3.36835,2.75,4.05,0.2472657966855712,-0.3377015043556809,82.0,37.75,2.0,2.0,34.0,18.75,25.0,18.0,0.0,34.0,15.0,6.0,0.003824,1,2.0,2.5,1.0,1,0,2,2,1,2,0,2.0,3.3585126685496847,3,top_field,0,1,4.23410650459726,strong,strong,1,high
w17387,2011,G,3,233,2.039205,2.15,4.15,-0.3953609230401842,-1.2715013501644836,124.0,44.33,0.0,0.0,21.0,10.33,2.0,1.0,0.0,7.0,19.0,6.67,0.00664,1,2.0,2.5,0.0,0,0,0,0,0,0,0,0.0,2.0054536408228603,2,mid,0,0,2.6390573296152584,fair,fair,0,none
w17388,2011,G,3,1214,2.0157165,2.15,3.35,-0.3334381104540682,-0.3780926446041848,124.0,44.33,0.0,0.0,21.0,10.33,124.0,55.0,0.0,21.0,19.0,6.67,0.00664,1,2.0,2.5,0.0,0,0,0,0,0,0,0,1.0,1.994155707984096,1,lower,0,0,3.6375861597263857,fair,fair,1,low
w17389,2011,E,3,1215,3.267358,2.75,3.3,-0.2227888783965968,-1.0000024662155238,79.0,51.33,5.0,7.0,16.0,12.67,25.0,17.0,1.0,7.0,23.0,14.33,0.010782,1,2.0,2.33,0.0,0,0,0,0,1,6,0,0.0,3.1605418702686485,3,top_field,0,1,4.110873864173311,strong,strong,0,none
w17390,2011,D,2,659,3.5054559999999997,2.75,4.05,0.0154734721399173,-0.3964541633370757,82.0,42.5,2.0,2.0,14.0,7.5,82.0,48.0,2.0,14.0,15.0,8.0,0.003824,1,2.0,2.0,1.0,1,0,2,2,1,2,0,0.0,3.5232090622040055,0,unmatched,0,0,0.0,strong,strong,1,mid
w17391,2011,E,2,1216,3.6551175,2.25,5.0,-0.0550664323055963,0.6022264388740155,61.0,61.0,4.0,4.0,53.0,53.0,61.0,30.0,4.0,53.0,6.0,6.0,0.00421,1,1.0,1.0,1.0,0,0,0,0,1,1,0,7.0,3.663270109218128,4,top5,1,1,6.804614520062624,exceptional,fair,1,low
w17392,2011,E,2,1217,3.9067445,2.75,4.15,-0.4757521718067873,-0.9866159522798617,26.0,23.0,1.0,1.0,13.0,10.0,20.0,17.0,1.0,7.0,16.0,11.0,0.004658,0,1.0,2.0,0.0,0,0,0,0,1,1,0,4.0,3.9299339731281737,3,top_field,0,1,6.320768294250582,exceptional,strong,1,low
w17393,2011,D,3,1217,3.4693385,2.15,4.05,-0.0984413723296832,-0.8096651350385463,32.0,29.0,1.0,1.0,13.0,13.0,32.0,20.0,1.0,13.0,16.0,14.0,0.004658,0,3.0,3.0,0.0,0,0,0,0,1,1,0,0.0,3.4826079884995926,1,lower,0,0,0.0,strong,fair,0,none
w17394,2011,D,3,1218,3.144986,2.75,4.35,0.1421368919768007,-0.8681535242212277,87.0,42.67,2.0,3.0,20.0,15.0,6.0,5.0,0.0,20.0,13.0,7.0,0.003454,1,2.0,2.67,1.0,0,0,0,0,1,2,0,1.0,3.26063286766631,0,unmatched,0,0,0.0,strong,strong,1,mid
w17395,2011,C,1,1219,3.2758325,2.8,3.7,-0.994479336871568,1.083052834888002,35.0,35.0,2.0,2.0,79.0,79.0,35.0,22.0,2.0,79.0,6.0,6.0,0.003147,0,1.0,1.0,0.0,0,0,0,0,1,1,0,0.0,3.2162907170461787,4,top5,1,1,6.118097198041348,strong,strong,0,none
w17396,2011,F,3,1065,3.277472,2.75,3.35,-0.1949136095338026,-1.3114597103711372,131.0,51.0,1.0,1.0,12.0,8.67,1.0,0.0,0.0,6.0,12.0,6.0,0.002024,1,2.0,2.5,0.0,0,0,0,0,0,0,0,3.0,3.1789341872857104,3,top_field,0,1,5.308267697401205,strong,strong,1,low
w17397,2011,D,2,346,3.3198274999999997,2.85,3.35,-0.1588959852138102,-1.143744028408685,36.0,25.0,2.0,2.0,59.0,32.5,14.0,13.0,0.0,6.0,7.0,3.5,0.004947,0,2.0,2.5,1.0,0,0,0,0,1,2,0,1.0,3.232430564453293,0,unmatched,0,0,0.0,strong,strong,1,low
w17398,2011,D,2,316,3.707448,2.15,4.15,-0.2365466881895321,0.5508578599075362,183.0,141.5,7.0,13.0,33.0,21.5,100.0,52.0,7.0,33.0,22.0,21.0,0.02655,1,1.0,1.5,1.0,0,0,0,0,1,9,0,0.0,3.8124217320846014,2,mid,0,0,0.0,exceptional,fair,0,none
w17399,2011,G,5,933,3.3256735,2.75,4.35,0.1879085332645726,2.168580069814491,422.0,187.0,10.0,25.0,58.0,28.8,422.0,157.0,9.0,58.0,55.0,30.6,0.044187,1,1.0,2.2,2.0,0,0,0,0,1,9,0,0.0,3.3353797237755263,0,unmatched,0,0,0.0,strong,strong,0,none
w17400,2011,O,1,1066,2.907463,2.15,3.45,0.4414229485764709,0.3869291316586004,334.0,334.0,12.0,12.0,30.0,30.0,334.0,60.0,12.0,30.0,34.0,34.0,0.058109,1,3.0,3.0,0.0,0,0,0,0,1,5,0,0.0,2.978946423956393,1,lower,0,0,0.0,strong,fair,0,none
w17401,2011,G,2,1220,2.5369694999999997,2.15,2.65,0.1725881764613166,-0.9578240489419392,905.0,467.5,3.0,3.0,32.0,21.5,30.0,19.0,0.0,11.0,80.0,40.5,0.13697,1,2.0,2.5,0.0,0,0,0,0,1,17,0,0.0,2.2108534457522184,0,unmatched,0,0,0.0,fair,fair,0,none
w17403,2011,D,3,1221,2.761843,2.1999999999999997,3.7,0.2580462791971799,-0.8640173539850203,332.0,123.0,1.0,1.0,45.0,17.67,36.0,33.0,0.0,7.0,8.0,3.0,0.006653,1,3.0,3.0,0.0,0,0,0,0,1,2,0,3.0,2.6306550778214515,0,unmatched,0,0,0.0,strong,fair,1,high
w17404,2011,C,3,1222,3.7503095,2.15,3.0,-0.1605963781964144,0.3869012978354914,208.0,101.67,10.0,10.0,41.0,31.0,208.0,30.0,10.0,41.0,9.0,3.67,0.010078,1,2.0,2.33,1.0,0,0,0,0,0,0,0,0.0,3.7586506172045326,0,unmatched,0,0,0.0,exceptional,fair,0,none
w17405,2011,R,3,470,2.6511694999999995,2.15,3.85,-0.200888890553159,-0.0587766117768506,160.0,134.0,5.0,9.0,169.0,73.33,160.0,73.0,0.0,26.0,15.0,7.67,0.005951,1,2.0,2.33,0.0,0,0,0,0,1,4,0,1.0,2.4120748595948913,1,lower,0,0,0.0,fair,fair,1,low
w17406,2011,D,2,279,2.0050485,2.15,3.5,-0.2411516073603173,-0.8595170578445974,53.0,30.5,0.0,0.0,33.0,21.5,53.0,31.0,0.0,10.0,16.0,10.0,0.000839,1,2.0,2.0,1.0,0,0,0,0,0,0,0,0.0,2.0088592774495795,1,lower,0,0,4.804021044733257,fair,fair,0,none
w17407,2011,E,3,1223,2.0822770000000004,2.15,3.05,-0.0030935074944008,0.7593317472508908,431.0,229.33,3.0,3.0,53.0,30.0,431.0,149.0,3.0,30.0,18.0,12.33,0.01493,1,3.0,3.0,0.0,0,0,0,0,0,0,0,0.0,2.0821513126129703,2,mid,0,0,6.040254711277414,fair,fair,0,none
w17408,2011,C,3,1224,3.1215255,2.1999999999999997,4.75,0.4554906449564059,1.1156551769903968,53.0,27.67,0.0,0.0,83.0,29.67,53.0,31.0,0.0,83.0,9.0,5.67,0.000908,1,3.0,3.0,0.0,0,0,0,0,1,1,0,6.0,2.885388794087249,2,mid,0,0,5.480638923341991,strong,fair,1,high
w17410,2011,D,5,1225,3.855709,2.1999999999999997,4.35,0.4339060040851363,-0.3370333961891292,136.0,79.4,20.0,30.0,25.0,17.0,115.0,33.0,3.0,25.0,33.0,15.4,0.025376,1,3.0,3.0,0.0,1,0,2,4,1,11,0,2.0,3.856064566964152,0,unmatched,0,0,0.0,exceptional,fair,1,high
w17411,2011,H,2,1226,3.1632610000000003,2.1999999999999997,3.45,-0.1623276130677438,-0.8027997240521726,39.0,39.0,2.0,2.0,12.0,12.0,39.0,18.0,2.0,12.0,4.0,4.0,0.000694,0,3.0,3.0,0.0,0,0,0,0,1,1,0,0.0,2.9837042623259125,4,top5,1,1,0.0,strong,fair,0,none
w17412,2011,I,3,125,2.9872604999999997,2.15,1.65,-0.4989012637093818,-0.095935640293212,133.0,89.33,2.0,2.0,50.0,31.33,129.0,25.0,2.0,43.0,7.0,4.67,0.002835,1,1.0,1.67,1.0,0,0,0,0,0,0,0,0.0,2.9843147585048926,0,unmatched,0,0,0.0,strong,fair,0,none
w17413,2011,I,3,279,1.973377,2.15,3.15,-0.3820803601977991,-0.7056780733474335,373.0,167.67,7.0,7.0,43.0,27.33,77.0,12.0,0.0,29.0,25.0,14.67,0.005937,1,2.0,2.33,0.0,0,0,0,0,0,0,0,0.0,1.9834483107205736,2,mid,0,0,5.075173815233827,fair,fair,0,none
w17414,2011,I,1,212,2.8289269999999997,2.15,2.5,-0.6584832645036836,0.5021731812385123,211.0,211.0,3.0,3.0,54.0,54.0,211.0,53.0,3.0,54.0,5.0,5.0,0.003285,1,1.0,1.0,1.0,0,0,0,0,0,0,0,0.0,2.5106938274374673,1,lower,0,0,2.833213344056216,strong,fair,0,none
w17415,2011,F,2,291,2.7249775,2.15,3.05,0.605531356719896,1.0037501252483974,321.0,173.5,7.0,7.0,48.0,37.5,321.0,93.0,7.0,48.0,33.0,18.0,0.050379,1,3.0,3.0,0.0,0,0,0,0,1,9,1,0.0,2.7004131814948593,2,mid,0,0,0.0,strong,fair,0,none
w17416,2011,E,4,1227,2.9416895,2.75,3.95,0.4106601089191932,-1.4053645581788388,51.0,23.75,1.0,1.0,9.0,5.75,3.0,3.0,0.0,1.0,8.0,5.0,0.005077,1,1.0,1.67,1.0,0,0,0,0,1,1,0,12.0,2.807682903994565,3,top_field,0,1,0.0,strong,strong,1,high
w17417,2011,D,5,1228,3.0034005,2.15,4.85,0.4823574648036334,-1.3512502503751402,185.0,83.8,6.0,12.0,82.0,27.2,3.0,3.0,0.0,3.0,26.0,13.0,0.032058,1,2.0,2.4,1.0,0,0,0,0,1,13,0,7.0,2.9660536754489293,4,top5,1,1,6.126869184114185,strong,fair,1,high
w17418,2011,C,3,526,2.446654,2.1999999999999997,4.65,0.0170488381355851,-0.9524198603351668,154.0,101.67,13.0,13.0,29.0,19.0,73.0,25.0,0.0,12.0,16.0,7.0,0.021283,1,1.0,2.0,2.0,0,0,0,0,1,5,0,0.0,2.2303604510031634,2,mid,0,0,0.0,limited,fair,0,none
w17419,2011,I,3,1229,3.560846,2.1999999999999997,3.65,-0.5663799715017015,-1.1165190543041856,131.0,68.67,0.0,0.0,62.0,28.0,17.0,17.0,0.0,5.0,17.0,10.67,0.004537,1,1.0,1.67,0.0,0,0,0,0,1,1,0,0.0,3.6022166076038973,2,mid,0,0,4.0943445622221,strong,fair,0,none
w17420,2011,E,2,1230,3.0386545,2.1999999999999997,4.0,0.7758450632954743,0.257649886842185,122.0,67.5,8.0,8.0,27.0,17.5,122.0,42.0,8.0,27.0,25.0,13.5,0.019616,1,3.0,3.0,0.0,1,1,2,2,1,4,0,4.0,2.8014793452717472,1,lower,0,0,1.3862943611198906,strong,fair,1,high
w17421,2011,E,5,849,2.758634,2.1999999999999997,3.85,-0.3103216324642711,-0.8464328229165515,353.0,111.2,8.0,14.0,35.0,16.2,23.0,18.0,0.0,15.0,38.0,15.2,0.030658,1,2.0,2.0,0.0,0,0,0,0,1,5,0,0.0,2.6409074144596785,0,unmatched,0,0,0.0,strong,fair,0,none
w17422,2011,G,2,1231,2.624884,2.75,3.65,-0.4513279470110471,-1.0923350853027762,52.0,34.0,1.0,2.0,14.0,9.5,16.0,13.0,1.0,5.0,5.0,4.0,0.002015,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1.0,2.6818909310312486,0,unmatched,0,0,0.0,fair,strong,1,low
w17423,2011,I,2,1232,2.136645,2.15,2.95,0.0503562528707646,-0.8143719122663293,77.0,63.0,0.0,0.0,72.0,42.5,49.0,28.0,0.0,13.0,12.0,8.0,0.001303,1,2.0,2.5,1.0,0,0,0,0,1,1,0,0.0,2.0752122077933723,0,unmatched,0,0,0.0,fair,fair,0,none
w17424,2011,C,3,1233,2.7030925,2.1999999999999997,4.55,-0.6410152995998624,-0.9084854956774036,113.0,73.0,6.0,11.0,19.0,12.33,16.0,9.0,2.0,11.0,15.0,10.33,0.00989,1,1.0,1.33,0.0,0,0,0,0,1,3,0,0.0,2.740525223063989,1,lower,0,0,1.0986122886681098,strong,fair,0,none
w17425,2011,E,3,996,2.919905,1.5,3.35,0.2656479134639892,0.2897772485072287,493.0,328.0,5.0,7.0,64.0,44.33,493.0,121.0,2.0,38.0,61.0,27.67,0.073681,1,3.0,3.0,0.0,0,0,0,0,1,7,0,0.0,2.70415392657305,2,mid,0,0,0.0,fair,limited,0,none
w17426,2011,I,3,1234,2.8896999999999995,2.15,3.35,-0.4360065794750938,-0.6743665120392346,69.0,52.33,0.0,0.0,21.0,13.0,65.0,38.0,0.0,14.0,17.0,13.33,0.010184,1,1.0,2.0,0.0,0,0,0,0,1,2,0,0.0,2.8625409144583025,3,top_field,0,1,3.2188758248682006,strong,fair,0,none
w17428,2011,G,2,1235,2.146278000000001,2.1999999999999997,4.15,-0.1622251814687119,0.0558410029053947,59.0,44.0,0.0,0.0,45.0,27.5,59.0,30.0,0.0,45.0,15.0,10.5,0.002688,1,2.0,2.0,1.0,0,0,0,0,0,0,0,1.0,2.0529406191124924,3,top_field,0,1,5.356586274672012,fair,fair,1,low
w17429,2011,E,2,1236,2.258097,2.15,3.65,-0.2496532568207544,-0.9591068521448376,40.0,36.5,4.0,5.0,14.0,10.5,33.0,21.0,1.0,7.0,4.0,3.5,0.001592,1,2.0,2.0,1.0,0,0,0,0,0,0,0,0.0,2.2190251416643836,0,unmatched,0,0,0.0,strong,fair,0,none
w17430,2011,E,2,1237,3.8384075,2.15,4.0,0.6630748370239641,2.20160136361912,334.0,257.5,13.0,23.0,41.0,32.5,334.0,152.0,13.0,41.0,22.0,18.0,0.009357,1,2.0,2.0,2.0,1,1,2,3,1,9,0,0.0,3.840921549697068,2,mid,0,0,4.477336814478207,exceptional,fair,1,high
w17431,2011,A,1,1238,3.8959755,2.85,2.35,-0.3500770882520173,-1.458224124690296,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0.0,0,0,0,0,0,0,0,0.0,3.908554764300838,0,unmatched,0,0,0.0,exceptional,strong,0,none
w17432,2011,N,2,1239,2.2998165,2.15,3.65,-0.1099048526353144,-0.7751314713462836,62.0,52.0,4.0,4.0,14.0,11.0,42.0,38.0,0.0,8.0,22.0,14.0,0.04581,1,1.0,2.0,1.0,0,0,0,0,1,6,0,0.0,2.1222902332118014,0,unmatched,0,0,0.0,fair,fair,0,none
w17433,2011,E,1,1240,3.1134945,2.1999999999999997,3.15,-0.2410999229224048,0.0975387603593407,197.0,197.0,2.0,2.0,16.0,16.0,197.0,96.0,2.0,16.0,16.0,16.0,0.008496,1,2.0,2.0,0.0,0,0,0,0,1,2,0,0.0,2.8973528676993827,0,unmatched,0,0,0.0,strong,fair,0,none
w17434,2011,I,2,1118,3.3280695,2.75,4.15,-0.0492588843141188,-1.4053645581788388,10.0,6.5,0.0,0.0,3.0,2.0,3.0,3.0,0.0,1.0,5.0,3.5,0.000783,0,3.0,3.0,0.0,0,0,0,0,1,1,0,2.0,3.2984656690530696,3,top_field,0,1,4.770684624465665,strong,strong,1,mid
w17435,2011,D,2,1241,3.295483,2.15,4.0,0.1500813593464154,-0.4686144337877247,80.0,80.0,4.0,4.0,13.0,13.0,80.0,34.0,4.0,13.0,12.0,12.0,0.00529,1,3.0,3.0,0.0,0,0,0,0,1,2,0,0.0,3.3351362156399427,2,mid,0,0,0.0,strong,fair,0,none
w17436,2011,D,2,1242,3.786898499999999,2.85,4.85,-0.5519323183957596,1.4044918855602304,45.0,32.0,5.0,10.0,82.0,45.0,45.0,23.0,5.0,82.0,19.0,14.5,0.019149,1,1.0,1.0,0.0,0,0,0,0,1,4,0,2.0,3.818946265287588,4,top5,1,1,3.258096538021482,exceptional,strong,1,low
w17437,2011,E,2,1243,2.5365845,2.1999999999999997,4.15,-0.2628983995741831,-1.233884652339663,76.0,43.0,1.0,1.0,110.0,57.0,10.0,10.0,0.0,4.0,9.0,5.0,0.000376,1,2.0,2.0,1.0,0,0,0,0,0,0,0,0.0,2.0202079033597435,2,mid,0,0,1.0986122886681098,fair,fair,0,none
w17438,2011,H,4,98,3.4143375,2.1999999999999997,4.5,0.6508890699791027,0.4475118193218698,119.0,74.5,7.0,16.0,42.0,22.5,119.0,33.0,7.0,42.0,23.0,14.5,0.014638,1,2.0,2.0,1.0,0,0,0,0,1,6,1,5.0,3.350587810785603,4,top5,1,1,5.820082930352362,strong,fair,1,high
w17439,2011,D,3,1244,2.40139,2.1999999999999997,3.05,-0.3349511931430158,-0.9181498147658108,189.0,127.33,3.0,4.0,42.0,28.33,21.0,20.0,0.0,11.0,17.0,8.33,0.006897,1,2.0,2.0,0.0,0,0,0,0,1,1,0,0.0,2.288375451221838,0,unmatched,0,0,0.0,fair,fair,0,none
w17440,2011,I,3,456,2.510228,2.1999999999999997,3.85,-0.1657965535506575,0.3191606661979255,239.0,103.33,9.0,13.0,52.0,31.67,30.0,19.0,2.0,52.0,38.0,17.67,0.064208,1,1.0,1.67,1.0,0,0,0,0,1,3,0,0.0,2.457937123287498,3,top_field,0,1,3.4011973816621555,fair,fair,0,none
w17441,2011,J,2,1245,3.0670135,2.15,1.85,-0.3170926589267202,0.0445633116082673,326.0,248.0,3.0,4.0,34.0,31.5,170.0,60.0,3.0,29.0,22.0,15.0,0.006164,1,2.0,2.5,0.0,0,0,0,0,0,0,0,0.0,2.811949945482748,0,unmatched,0,0,0.0,strong,fair,0,none
w17442,2011,C,3,114,2.996221,2.1999999999999997,4.65,0.126527644888634,-1.4182657644836427,208.0,91.67,18.0,24.0,24.0,13.67,2.0,2.0,0.0,1.0,30.0,11.67,0.015042,1,2.0,2.5,0.0,1,1,1,1,1,8,0,0.0,3.0025293684883394,0,unmatched,0,0,0.0,strong,fair,1,mid
w17443,2011,G,2,1246,2.348251,2.15,1.6,-0.2628983995741831,2.1332757253812225,76.0,38.5,1.0,1.0,110.0,55.0,76.0,48.0,1.0,110.0,9.0,5.0,0.000376,1,2.0,2.0,1.0,0,0,0,0,0,0,0,0.0,2.0399614820337444,0,unmatched,0,0,0.0,fair,fair,0,none
w17444,2011,C,3,678,2.8129229999999996,2.15,4.65,0.2515047884782185,0.3984668774331658,145.0,65.67,3.0,3.0,35.0,18.67,145.0,68.0,3.0,35.0,19.0,9.0,0.020625,1,3.0,3.0,0.0,0,0,0,0,1,2,0,2.0,2.7162426758825644,4,top5,1,1,5.726847747587197,strong,fair,1,high
w17445,2011,E,1,45,3.206413,2.15,2.35,-0.6711299451553465,0.0338172432442605,153.0,153.0,9.0,9.0,21.0,21.0,153.0,38.0,9.0,21.0,12.0,12.0,0.013512,1,1.0,1.0,0.0,0,0,0,0,1,1,0,0.0,3.194458230786839,1,lower,0,0,0.0,strong,fair,0,none
w17446,2011,D,3,1247,3.1194065,2.15,4.35,-0.2929859673147186,-1.445322918385492,42.0,25.33,0.0,0.0,31.0,14.33,2.0,2.0,0.0,0.0,6.0,3.67,0.001096,0,1.0,2.33,0.0,0,0,0,0,1,1,1,0.0,3.0746964355075477,0,unmatched,0,0,0.0,strong,fair,0,none
w17447,2011,E,2,531,2.7600775,2.1999999999999997,4.15,-0.0078002402545979,-0.1651462512505184,434.0,262.0,27.0,30.0,44.0,25.5,90.0,71.0,3.0,7.0,60.0,37.5,0.090329,1,2.0,2.0,0.0,0,0,0,0,1,11,0,0.0,2.7796433579968003,0,unmatched,0,0,0.0,strong,fair,0,none
w17449,2011,O,3,1248,3.6681765,2.1999999999999997,4.35,-0.2502945489678957,-1.3138013727529696,51.0,29.5,1.0,1.0,7.0,4.5,8.0,8.0,0.0,2.0,9.0,6.0,0.001303,1,2.0,2.0,0.0,0,0,0,0,0,0,0,4.0,3.7322681522985146,4,top5,1,1,4.736198448394496,strong,fair,1,low
w17450,2011,J,2,815,2.8619640000000004,2.15,2.8,0.0571440455842635,0.2537674257953189,170.0,87.0,8.0,8.0,27.0,13.5,170.0,50.0,8.0,27.0,12.0,6.5,0.01247,1,2.0,2.0,1.0,0,0,0,0,1,2,0,2.0,2.538462687605034,3,top_field,0,1,5.8888779583328805,fair,fair,1,mid
w17451,2011,I,2,1249,2.06328,2.15,3.65,-0.1279752264338114,0.039625587614774,126.0,104.5,12.0,12.0,47.0,34.0,126.0,37.0,0.0,47.0,29.0,19.0,0.027066,1,2.0,2.5,0.0,0,0,0,0,1,11,0,0.0,1.9699230913890984,0,unmatched,0,0,0.0,fair,fair,0,none
w17452,2011,I,3,1021,3.6778625,2.15,4.05,0.0099441156535207,0.3257231465008756,157.0,77.67,5.0,7.0,25.0,18.33,157.0,72.0,5.0,25.0,25.0,14.33,0.014161,1,2.0,2.0,1.0,1,0,1,1,1,9,0,0.0,3.688335430312635,0,unmatched,0,0,0.0,exceptional,fair,1,mid
w17453,2011,J,2,1250,3.213398,2.1999999999999997,4.15,-0.0006207601329057,-1.246785858644467,136.0,72.5,5.0,5.0,51.0,27.5,9.0,9.0,0.0,4.0,12.0,7.0,0.002143,1,2.0,2.0,2.0,0,0,0,0,0,0,0,0.0,3.082850870782953,4,top5,1,1,5.627621113690637,strong,fair,0,none
w17454,2011,G,2,737,2.467064,2.85,3.85,-0.2403465825580175,0.0964970409432663,118.0,98.5,5.0,6.0,17.0,15.5,118.0,86.0,1.0,17.0,16.0,14.0,0.018849,1,2.0,2.0,0.0,0,0,0,0,1,4,0,0.0,2.0002001276834216,4,top5,1,1,0.0,fair,strong,0,none
w17455,2011,C,2,1251,3.257447,2.1999999999999997,4.55,-0.2817564741997141,1.1253141965917777,287.0,176.5,18.0,19.0,85.0,64.5,66.0,25.0,1.0,85.0,11.0,6.0,0.005092,1,1.0,1.0,2.0,0,0,0,0,1,5,0,0.0,3.216315453841795,1,lower,0,0,4.2626798770413155,strong,fair,0,none
w17456,2011,H,3,1252,3.3829005,2.6999999999999997,4.35,-0.2646271608037261,0.3398043553465757,43.0,29.0,5.0,6.0,53.0,32.67,36.0,25.0,1.0,53.0,7.0,5.33,0.00382,1,1.0,1.0,1.0,0,0,0,0,1,3,0,4.0,3.3801855156248015,4,top5,1,1,5.459585514144159,strong,strong,1,low
w17458,2011,H,2,1253,3.5952175,2.1999999999999997,4.15,0.1080205130952777,-1.4053645581788388,245.0,124.0,2.0,2.0,254.0,127.5,3.0,3.0,0.0,1.0,16.0,8.5,0.009856,1,3.0,3.0,0.0,0,0,0,0,1,1,0,0.0,3.612975457092659,3,top_field,0,1,4.700480365792417,strong,fair,0,none
w17459,2011,D,1,1254,3.8213585,2.75,4.7,-0.2127401381732394,-1.3654061979721857,4.0,4.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,2.0,1.0,1.0,1.5e-05,0,2.0,2.0,0.0,0,0,0,0,0,0,0,9.0,3.833079853430572,4,top5,1,1,6.579251212010101,exceptional,strong,1,low
w17460,2011,F,3,646,3.1582215,2.75,4.15,0.2570838936376965,-1.0031597771464882,52.0,24.33,6.0,8.0,11.0,6.67,14.0,13.0,2.0,5.0,13.0,6.33,0.005677,1,3.0,3.0,0.0,0,0,0,0,1,4,0,3.0,3.0396061609129754,3,top_field,0,1,4.8283137373023015,strong,strong,1,high
w17461,2011,J,3,794,3.095718,2.0999999999999996,4.05,0.1165290182173567,0.1797802993068437,248.0,164.67,10.0,22.0,35.0,27.0,248.0,34.0,10.0,35.0,22.0,15.67,0.023865,1,2.0,2.0,1.0,1,0,2,2,1,5,0,0.0,2.957001707085375,0,unmatched,0,0,0.0,strong,fair,1,mid
w17464,2011,G,2,1255,3.7411435,2.75,3.5,0.4202613752296468,-0.7275015369494316,78.0,72.0,4.0,6.0,15.0,14.5,66.0,24.0,2.0,14.0,22.0,16.5,0.014218,1,3.0,3.0,0.0,0,0,0,0,1,3,0,4.0,3.7460545693051785,3,top_field,0,1,7.715123603632105,exceptional,strong,1,high
w17465,2011,D,2,997,3.4136490000000004,2.75,3.15,-0.1749032045675291,-0.440391472551339,121.0,105.5,4.0,4.0,28.0,22.0,90.0,33.0,0.0,28.0,13.0,7.0,0.01558,1,2.0,2.5,0.0,0,0,0,0,1,2,0,0.0,3.3995437322930115,0,unmatched,0,0,0.0,strong,strong,0,none
