paper_id,issue_year,idea_quality,idea_quality_ensemble,ensemble_tier,placement_rung,placement_label,reached_top5,prestige,idea_tier
w16728,2011,2.0323184999999997,2.0214211590764006,fair,2,mid,0,0,fair
w16729,2011,3.739662,3.740182476999925,exceptional,2,mid,0,0,exceptional
w16730,2011,3.4545135,3.4583449199633995,exceptional,2,mid,0,0,strong
w16731,2011,3.0566294999999997,2.8347082876773033,strong,0,unmatched,0,0,strong
w16732,2011,3.1961865,3.097578976978028,strong,4,top5,1,1,strong
w16733,2011,3.092643,3.0998268232264867,strong,2,mid,0,0,strong
w16734,2011,3.520242,3.544542923834946,exceptional,4,top5,1,1,strong
w16735,2011,2.8404175,2.8510491197510515,fair,2,mid,0,0,fair
w16736,2011,1.8785985,1.8643106178234288,fair,1,lower,0,0,fair
w16737,2011,2.3689029999999995,2.337574565496089,fair,3,top_field,0,1,fair
w16738,2011,3.6512795,3.656083514235444,exceptional,1,lower,0,0,exceptional
w16739,2011,1.635695,1.613889486138378,fair,3,top_field,0,1,limited
w16740,2011,3.3129445000000004,3.018131146798315,strong,2,mid,0,0,strong
w16741,2011,3.7490965,3.775442861989055,exceptional,3,top_field,0,1,exceptional
w16742,2011,3.328983,3.324633758739232,strong,0,unmatched,0,0,strong
w16743,2011,1.0047585,1.0022561588515448,limited,4,top5,1,1,limited
w16744,2011,1.879672,1.8759812821778337,fair,0,unmatched,0,0,fair
w16745,2011,3.3323365,3.1972192955991496,strong,3,top_field,0,1,strong
w16746,2011,3.462908,3.4730854317402944,exceptional,3,top_field,0,1,exceptional
w16747,2011,3.5512895,3.5783418266639924,exceptional,0,unmatched,0,0,strong
w16748,2011,2.7150025,2.7773037157908087,strong,2,mid,0,0,strong
w16749,2011,3.3260769999999997,3.3466748096040444,exceptional,4,top5,1,1,exceptional
w16750,2011,3.6460405,3.664111956878964,exceptional,4,top5,1,1,exceptional
w16751,2011,2.4305675000000004,2.2251980515079297,fair,0,unmatched,0,0,fair
w16752,2011,3.4012845,3.3784197589373157,strong,0,unmatched,0,0,strong
w16753,2011,3.281595,3.1908259151156493,strong,4,top5,1,1,strong
w16754,2011,1.5982929999999995,1.8679360201093091,fair,1,lower,0,0,limited
w16755,2011,2.6517834999999996,2.6187621466444337,fair,0,unmatched,0,0,fair
w16756,2011,3.2181845,3.0547706539682595,strong,1,lower,0,0,strong
w16757,2011,1.9751,1.991091677443802,fair,1,lower,0,0,fair
w16758,2011,3.7055765,3.7222875180039265,exceptional,4,top5,1,1,exceptional
w16759,2011,2.703891,2.716513467187206,strong,0,unmatched,0,0,strong
w16760,2011,3.089485,3.006187563514418,strong,0,unmatched,0,0,strong
w16761,2011,3.84916,3.8627328706671857,exceptional,3,top_field,0,1,exceptional
w16762,2011,1.5358549999999995,1.1599437037517435,limited,1,lower,0,0,limited
w16763,2011,2.4099825,2.0525860487273895,fair,0,unmatched,0,0,fair
w16764,2011,3.162606,2.9323857999460983,strong,3,top_field,0,1,strong
w16765,2011,3.565114,3.6025468679002484,exceptional,4,top5,1,1,exceptional
w16766,2011,3.3175385,3.276128943949424,strong,3,top_field,0,1,strong
w16767,2011,3.064269,2.9303430519696163,strong,1,lower,0,0,strong
w16768,2011,2.995463,2.8853997948753554,strong,1,lower,0,0,strong
w16769,2011,2.1048805,2.024400704940032,fair,2,mid,0,0,fair
w16770,2011,2.6651715,2.6072878527886076,fair,0,unmatched,0,0,fair
w16771,2011,1.905589,1.8741227676947745,fair,0,unmatched,0,0,fair
w16772,2011,3.1582155,2.8996348345074576,strong,2,mid,0,0,strong
w16773,2011,2.9678125,2.9175558011857117,strong,1,lower,0,0,strong
w16774,2011,3.6418085,3.694965147503688,exceptional,2,mid,0,0,exceptional
w16775,2011,3.0606525,2.936299335222665,strong,3,top_field,0,1,strong
w16776,2011,2.1553544999999996,2.04134638545319,fair,0,unmatched,0,0,fair
w16777,2011,3.8604945,3.8663336425439336,exceptional,3,top_field,0,1,exceptional
w16778,2011,3.302913,3.2706021403336414,strong,3,top_field,0,1,strong
w16779,2011,2.3834655,2.256681260324763,fair,0,unmatched,0,0,fair
w16780,2011,3.2200885,3.2490373131299037,exceptional,2,mid,0,0,exceptional
w16781,2011,2.4093015,2.44786022602413,strong,0,unmatched,0,0,strong
w16782,2011,2.843261,2.7378883365872024,strong,3,top_field,0,1,strong
w16783,2011,3.6489455,3.6597136849509697,exceptional,4,top5,1,1,exceptional
w16784,2011,2.9115295,2.881552719475187,strong,3,top_field,0,1,strong
w16785,2011,2.7683545,2.7589015173954015,strong,2,mid,0,0,strong
w16786,2011,2.8794595000000003,2.7554289733424997,strong,3,top_field,0,1,strong
w16787,2011,2.6869575,2.4078330140029136,fair,2,mid,0,0,fair
w16788,2011,3.276516,3.100145905972691,strong,2,mid,0,0,strong
w16789,2011,2.726903,2.56318409764336,strong,1,lower,0,0,strong
w16790,2011,2.0362905,1.905205891215178,fair,0,unmatched,0,0,fair
w16791,2011,3.9076895,3.9255577033967057,exceptional,4,top5,1,1,exceptional
w16792,2011,1.893528,1.88937548171475,fair,0,unmatched,0,0,fair
w16793,2011,2.8015425,2.5894400009388105,strong,3,top_field,0,1,strong
w16794,2011,2.230019,2.156306883912875,fair,1,lower,0,0,fair
w16795,2011,2.011858,1.98198771739369,fair,0,unmatched,0,0,fair
w16796,2011,3.020892,2.8814077628310213,strong,3,top_field,0,1,strong
w16797,2011,3.2959475,3.0623848024481974,strong,3,top_field,0,1,strong
w16798,2011,2.9549399999999997,2.7912908662938505,strong,4,top5,1,1,strong
w16799,2011,3.668254,3.6920703485100206,exceptional,2,mid,0,0,exceptional
w16800,2011,2.585013,2.457369936182438,fair,0,unmatched,0,0,fair
w16801,2011,2.220129,2.031544854287912,fair,3,top_field,0,1,fair
w16802,2011,3.248177,3.1286749794638533,strong,1,lower,0,0,strong
w16803,2011,2.2220225,2.162871430292066,fair,1,lower,0,0,fair
w16804,2011,3.753436,3.7786724789395936,exceptional,3,top_field,0,1,exceptional
w16805,2011,2.423502,2.337205383810695,fair,1,lower,0,0,fair
w16806,2011,2.9329045,3.03600843227507,strong,3,top_field,0,1,strong
w16807,2011,3.7680395,3.8487397339005143,exceptional,4,top5,1,1,exceptional
w16808,2011,3.4252325,3.421260687850965,exceptional,3,top_field,0,1,strong
w16809,2011,2.4555765000000003,2.0628034528161083,fair,0,unmatched,0,0,fair
w16810,2011,2.6956425,2.597505376151771,strong,0,unmatched,0,0,strong
w16811,2011,2.973648,2.829789727173811,strong,3,top_field,0,1,strong
w16812,2011,3.1752265,3.0504851166247793,strong,3,top_field,0,1,strong
w16813,2011,2.6818105,2.159534006022844,fair,0,unmatched,0,0,fair
w16814,2011,3.6801095,3.694055919339042,exceptional,0,unmatched,0,0,exceptional
w16815,2011,3.5117275,3.601451673875757,exceptional,1,lower,0,0,exceptional
w16816,2011,3.3790815,3.3827968859799933,exceptional,2,mid,0,0,strong
w16817,2011,3.2735855,3.1663632807343784,strong,3,top_field,0,1,strong
w16818,2011,3.722488,3.743450435753341,exceptional,0,unmatched,0,0,exceptional
w16819,2011,2.999327,2.988796807810459,strong,1,lower,0,0,strong
w16820,2011,3.1089314999999997,2.9415051562160075,strong,0,unmatched,0,0,strong
w16821,2011,3.687392,3.7364174267921646,exceptional,0,unmatched,0,0,exceptional
w16822,2011,3.9199165,3.9419958251723712,exceptional,0,unmatched,0,0,exceptional
w16823,2011,2.4734775000000004,2.3258150502363764,fair,3,top_field,0,1,fair
w16824,2011,1.0261465,1.0147158003255037,limited,0,unmatched,0,0,limited
w16825,2011,2.3073125,2.0217333802705246,fair,0,unmatched,0,0,fair
w16826,2011,3.346172,3.188301390977574,strong,2,mid,0,0,strong
w16827,2011,2.6487455,2.2485849120685124,fair,0,unmatched,0,0,fair
w16828,2011,2.529714,2.4111266467044303,strong,3,top_field,0,1,fair
w16829,2011,2.9569275,2.9504694532690783,strong,2,mid,0,0,fair
w16830,2011,3.650163,3.688199159500017,exceptional,3,top_field,0,1,exceptional
w16831,2011,2.3182704999999997,2.3346858226756555,fair,2,mid,0,0,fair
w16832,2011,3.1110854999999997,2.9286742639806205,strong,0,unmatched,0,0,strong
w16833,2011,2.884124,2.6250592263875383,strong,3,top_field,0,1,strong
w16834,2011,3.2328099999999997,3.0716391200762905,strong,0,unmatched,0,0,strong
w16835,2011,3.6869,3.705068934826657,exceptional,3,top_field,0,1,exceptional
w16836,2011,1.9199869999999997,1.9466892951386512,fair,0,unmatched,0,0,fair
w16837,2011,2.1525775000000005,2.0183419826377285,limited,0,unmatched,0,0,fair
w16838,2011,2.5482855,2.4464078221403547,fair,0,unmatched,0,0,fair
w16839,2011,3.3871585,3.3830420181774556,strong,2,mid,0,0,strong
w16840,2011,2.723941,2.5620017881230126,strong,2,mid,0,0,strong
w16841,2011,3.452154,3.499269702302749,exceptional,1,lower,0,0,strong
w16842,2011,3.087569,2.876849797656144,strong,0,unmatched,0,0,strong
w16843,2011,2.8698794999999997,2.849353783155008,strong,3,top_field,0,1,strong
w16844,2011,3.1528065,3.023972909675766,strong,4,top5,1,1,strong
w16845,2011,2.0196905000000003,1.9916707730786043,fair,0,unmatched,0,0,fair
w16846,2011,3.1777515,3.0342875387123907,strong,1,lower,0,0,strong
w16847,2011,3.426896,3.436228372388074,exceptional,0,unmatched,0,0,strong
w16848,2011,2.6352295,2.1352421549392524,fair,0,unmatched,0,0,fair
w16849,2011,3.366401,3.209328247571002,strong,3,top_field,0,1,strong
w16850,2011,3.781997,3.8086413901811778,exceptional,3,top_field,0,1,exceptional
w16851,2011,3.6946925,3.69674864743701,exceptional,3,top_field,0,1,exceptional
w16852,2011,3.812007,3.818260775767384,exceptional,0,unmatched,0,0,exceptional
w16853,2011,3.3637794999999997,3.3010297071260166,strong,2,mid,0,0,strong
w16854,2011,3.2264,3.008250974552095,strong,3,top_field,0,1,strong
w16855,2011,3.5098145,3.534214139260186,exceptional,0,unmatched,0,0,strong
w16856,2011,3.0337995,2.911629927995545,strong,3,top_field,0,1,strong
w16857,2011,2.69535,2.4300797906170093,fair,0,unmatched,0,0,fair
w16858,2011,3.0910965,2.945543605214363,strong,1,lower,0,0,strong
w16859,2011,3.253426,3.1503685301083215,strong,2,mid,0,0,strong
w16860,2011,3.3299019999999997,3.0458971289508328,strong,4,top5,1,1,strong
w16861,2011,3.108247,3.050503071408829,strong,4,top5,1,1,strong
w16862,2011,2.9760135,2.8578009210105506,strong,3,top_field,0,1,strong
w16863,2011,3.2584485,3.1520418323076207,strong,3,top_field,0,1,strong
w16864,2011,2.8272139999999997,2.6693866071455292,strong,0,unmatched,0,0,strong
w16865,2011,3.9587825,3.961924039198147,exceptional,0,unmatched,0,0,exceptional
w16866,2011,2.6961379999999995,2.6845135435546768,strong,2,mid,0,0,strong
w16867,2011,2.8514675,2.8176933448484633,strong,3,top_field,0,1,strong
w16868,2011,3.2954479999999995,3.2522527703217365,strong,3,top_field,0,1,strong
w16869,2011,3.127112,3.1675744265846277,strong,0,unmatched,0,0,strong
w16870,2011,2.6948904999999996,2.6169509238736413,fair,2,mid,0,0,fair
w16871,2011,2.171273,2.033122641863364,fair,0,unmatched,0,0,fair
w16872,2011,2.0749534999999995,1.962451933237423,fair,0,unmatched,0,0,fair
w16873,2011,2.9478014999999997,2.7935015307432223,strong,1,lower,0,0,strong
w16874,2011,2.0600254999999996,1.6664024808527658,limited,3,top_field,0,1,limited
w16875,2011,3.7286265,3.732220251533614,exceptional,3,top_field,0,1,exceptional
w16876,2011,2.8392524999999997,2.771203035263791,strong,0,unmatched,0,0,strong
w16877,2011,3.460758,3.444127625130983,strong,0,unmatched,0,0,strong
w16878,2011,2.474828,2.3745513815522488,strong,2,mid,0,0,strong
w16879,2011,2.6608620000000003,2.344209331860922,fair,1,lower,0,0,fair
w16880,2011,3.504759,3.5113806325726737,exceptional,0,unmatched,0,0,strong
w16881,2011,3.500541,3.505621191886973,exceptional,0,unmatched,0,0,strong
w16882,2011,2.409693,2.8907663137788027,strong,0,unmatched,0,0,limited
w16883,2011,3.6517565,3.71234467625184,exceptional,0,unmatched,0,0,exceptional
w16884,2011,2.392146,2.2350576615870086,strong,0,unmatched,0,0,fair
w16885,2011,2.519143,2.0145003666333343,limited,1,lower,0,0,fair
w16886,2011,2.8257260000000004,2.997259509837032,strong,4,top5,1,1,limited
w16887,2011,3.179876,3.016493338419861,strong,2,mid,0,0,strong
w16888,2011,3.863895,3.885681018375348,exceptional,1,lower,0,0,exceptional
w16889,2011,2.8875955,2.811500943762768,strong,3,top_field,0,1,strong
w16890,2011,2.0912225,1.986528453249816,fair,0,unmatched,0,0,fair
w16891,2011,2.4345619999999997,2.3010220779653143,fair,4,top5,1,1,fair
w16892,2011,2.355814,2.230086838541782,fair,0,unmatched,0,0,fair
w16893,2011,3.120571,3.13444458387069,exceptional,2,mid,0,0,fair
w16894,2011,3.0889905,3.124181759205588,exceptional,0,unmatched,0,0,strong
w16895,2011,1.9815225,1.8340008753314931,limited,0,unmatched,0,0,limited
w16896,2011,2.2268815,2.008518955199026,fair,1,lower,0,0,fair
w16897,2011,3.060054,2.880635797365783,strong,1,lower,0,0,strong
w16898,2011,2.0174114999999997,2.0010437842865825,fair,3,top_field,0,1,fair
w16899,2011,3.7092155,3.7164824301833184,exceptional,2,mid,0,0,exceptional
w16900,2011,3.4411325,3.428404452286136,exceptional,3,top_field,0,1,strong
w16901,2011,2.4204714999999997,2.3698559297009427,fair,3,top_field,0,1,fair
w16902,2011,3.1923779999999997,3.016363767560489,strong,0,unmatched,0,0,strong
w16903,2011,2.5389850000000003,2.496812576565758,strong,2,mid,0,0,fair
w16904,2011,3.613257,3.616325075714152,exceptional,0,unmatched,0,0,exceptional
w16905,2011,2.9492364999999996,2.9218318329301742,strong,3,top_field,0,1,strong
w16906,2011,2.6571089999999997,2.499518774681363,strong,3,top_field,0,1,strong
w16907,2011,2.7968735,2.751626774525574,strong,1,lower,0,0,strong
w16908,2011,3.2618385,3.080083610807511,strong,4,top5,1,1,strong
w16909,2011,2.8305075,2.7240465373712435,strong,2,mid,0,0,strong
w16910,2011,2.756438,2.464310757943423,fair,0,unmatched,0,0,fair
w16911,2011,3.777109,3.900656308073269,exceptional,4,top5,1,1,exceptional
w16912,2011,2.3332794999999997,1.4983050341408672,limited,1,lower,0,0,limited
w16913,2011,3.0607095,2.9949637985053577,strong,0,unmatched,0,0,strong
w16914,2011,3.1090074999999997,2.9816490940712344,strong,3,top_field,0,1,strong
w16915,2011,2.5493135,2.4896081155403453,strong,0,unmatched,0,0,fair
w16916,2011,2.592618,2.038820752057828,fair,0,unmatched,0,0,fair
w16917,2011,3.86509,3.9181356405453274,exceptional,1,lower,0,0,exceptional
w16918,2011,3.3302664999999996,3.2182549395063136,strong,3,top_field,0,1,strong
w16919,2011,2.6176835,2.528022182068076,strong,1,lower,0,0,fair
w16920,2011,2.6290915000000004,2.561891750455582,strong,1,lower,0,0,strong
w16921,2011,2.6822985,2.6268686644497974,strong,0,unmatched,0,0,strong
w16922,2011,3.507701,3.5291015025451236,exceptional,2,mid,0,0,strong
w16923,2011,2.594495,2.546274735985617,strong,3,top_field,0,1,strong
w16924,2011,3.1072014999999995,2.825056392245763,strong,4,top5,1,1,strong
w16925,2011,2.3678099999999995,2.122866996890419,fair,1,lower,0,0,fair
w16926,2011,2.0129975,1.9911435469007737,fair,2,mid,0,0,fair
w16927,2011,3.314535,3.2267924189481993,strong,3,top_field,0,1,strong
w16928,2011,2.9273245,2.885403454511538,strong,3,top_field,0,1,strong
w16929,2011,3.275247,3.0160267876771316,strong,1,lower,0,0,strong
w16930,2011,3.1929535,3.0185799311716135,strong,2,mid,0,0,strong
w16931,2011,2.469125,2.4019821466006612,strong,3,top_field,0,1,fair
w16932,2011,2.5801540000000003,2.536345351188456,strong,2,mid,0,0,fair
w16933,2011,3.304431,3.0975357797254137,strong,3,top_field,0,1,strong
w16934,2011,2.904182,2.713091334936978,strong,1,lower,0,0,fair
w16935,2011,3.107483,3.057260678791487,strong,3,top_field,0,1,strong
w16936,2011,3.6767485,3.688245941226037,exceptional,4,top5,1,1,exceptional
w16937,2011,3.1501535,2.996339804419802,strong,2,mid,0,0,strong
w16938,2011,2.9399525,2.828867040052073,fair,0,unmatched,0,0,fair
w16939,2011,3.4466605,3.406298875174203,strong,2,mid,0,0,strong
w16940,2011,3.084053,2.999916814868012,strong,3,top_field,0,1,strong
w16941,2011,3.371266,3.384456533441339,exceptional,3,top_field,0,1,strong
w16942,2011,3.304634,3.261119137164715,strong,2,mid,0,0,strong
w16943,2011,3.3415165,3.3269376445346,strong,2,mid,0,0,strong
w16944,2011,3.6701845,3.6762050267236273,exceptional,0,unmatched,0,0,exceptional
w16945,2011,2.662731,2.6149003144240233,strong,1,lower,0,0,strong
w16946,2011,2.4909885,2.0316153378504804,fair,0,unmatched,0,0,fair
w16947,2011,2.7298715,2.7029797703033376,strong,0,unmatched,0,0,fair
w16948,2011,3.6098965,3.6222589892935217,exceptional,0,unmatched,0,0,strong
w16949,2011,3.2591905,3.215606367659778,strong,0,unmatched,0,0,strong
w16950,2011,2.8996625,2.6596666626270347,strong,0,unmatched,0,0,strong
w16951,2011,3.6757295,3.681611224320045,exceptional,0,unmatched,0,0,exceptional
w16952,2011,3.6006155,3.630835536123852,exceptional,4,top5,1,1,strong
w16953,2011,3.7294105,3.843455494881787,exceptional,3,top_field,0,1,exceptional
w16954,2011,3.3138635,3.265232527170651,strong,1,lower,0,0,strong
w16955,2011,2.848521,2.7290216699977607,strong,3,top_field,0,1,strong
w16956,2011,3.902027,3.930181753322078,exceptional,2,mid,0,0,exceptional
w16957,2011,2.3439175,2.20208586593304,strong,3,top_field,0,1,strong
w16958,2011,3.2274000000000003,3.1337865586320817,strong,4,top5,1,1,strong
w16959,2011,3.2610785,3.033650970673605,strong,3,top_field,0,1,strong
w16960,2011,3.287215,3.150209324508508,strong,0,unmatched,0,0,strong
w16961,2011,3.848666,3.848827194511712,exceptional,2,mid,0,0,exceptional
w16962,2011,1.593646,1.6148208800737134,fair,2,mid,0,0,limited
w16963,2011,2.802456,2.9107494407757075,strong,0,unmatched,0,0,strong
w16964,2011,2.979114,2.8368420667493597,strong,3,top_field,0,1,strong
w16965,2011,3.4649295,3.472985148155225,exceptional,4,top5,1,1,exceptional
w16966,2011,3.191175,3.180735834023811,strong,4,top5,1,1,strong
w16967,2011,3.2679285,2.9996696681299984,strong,3,top_field,0,1,strong
w16968,2011,2.9275535,2.873112301366912,strong,2,mid,0,0,fair
w16969,2011,3.7978955,3.8178397913763673,exceptional,4,top5,1,1,exceptional
w16970,2011,2.9704224999999997,3.0099156250233134,strong,2,mid,0,0,strong
w16971,2011,2.8089415,2.6859685300645224,strong,1,lower,0,0,strong
w16972,2011,3.6780445,3.68823498615752,exceptional,0,unmatched,0,0,exceptional
w16973,2011,2.8192295,2.416615824900092,fair,2,mid,0,0,fair
w16974,2011,2.8090565,2.600652234855854,strong,1,lower,0,0,strong
w16975,2011,3.1618055000000003,3.0422591342175727,strong,4,top5,1,1,strong
w16976,2011,2.0531275000000004,1.9994035160458232,fair,1,lower,0,0,fair
w16977,2011,3.7507585,3.766231474810709,exceptional,4,top5,1,1,exceptional
w16978,2011,3.191993,3.038208774756371,strong,3,top_field,0,1,strong
w16979,2011,3.3056349999999997,3.2211779206931337,strong,2,mid,0,0,strong
w16980,2011,3.2169495,3.117638637652247,strong,0,unmatched,0,0,strong
w16981,2011,3.924057,3.942080190265253,exceptional,4,top5,1,1,exceptional
w16982,2011,2.2770675,2.161476973300841,fair,3,top_field,0,1,fair
w16983,2011,2.21049,1.6378960580284718,limited,0,unmatched,0,0,limited
w16984,2011,3.736693,3.7383913002957225,exceptional,0,unmatched,0,0,exceptional
w16985,2011,2.248057,2.1923212106959085,fair,0,unmatched,0,0,fair
w16986,2011,2.70627,2.3998043627864107,fair,0,unmatched,0,0,fair
w16987,2011,2.7248725,2.3664002759642324,strong,1,lower,0,0,fair
w16988,2011,3.5151079999999997,3.52118944134898,exceptional,4,top5,1,1,exceptional
w16989,2011,3.405578,3.407850314100071,strong,3,top_field,0,1,strong
w16990,2011,2.0927225,2.0500723416414903,fair,3,top_field,0,1,fair
w16991,2011,2.390013,2.056413935317183,fair,1,lower,0,0,fair
w16992,2011,2.4112265,2.3837862219296584,strong,0,unmatched,0,0,fair
w16993,2011,2.6691235,2.2259077666390574,fair,0,unmatched,0,0,fair
w16994,2011,3.901573,3.922211306358115,exceptional,4,top5,1,1,exceptional
w16995,2011,3.273833,3.1094841122139005,strong,0,unmatched,0,0,strong
w16996,2011,2.8396190000000003,2.5844284917302014,strong,2,mid,0,0,strong
w16997,2011,2.7595515,2.7899825216902165,strong,3,top_field,0,1,strong
w16998,2011,2.8148175,2.706308482625541,strong,0,unmatched,0,0,strong
w16999,2011,2.68163,2.1650412965714265,fair,0,unmatched,0,0,fair
w17000,2011,3.8384735,3.857075038217424,exceptional,3,top_field,0,1,exceptional
w17001,2011,3.1013745000000004,2.984203017435387,strong,2,mid,0,0,strong
w17002,2011,2.2691925,2.170737937477443,fair,1,lower,0,0,fair
w17003,2011,2.8638950000000003,2.647695824897051,strong,3,top_field,0,1,strong
w17004,2011,3.296917,3.3127110007381138,strong,4,top5,1,1,strong
w17005,2011,2.4847675,2.3082040301680533,fair,1,lower,0,0,fair
w17006,2011,2.766621,2.561804016538766,fair,0,unmatched,0,0,fair
w17007,2011,1.6746599999999998,1.6507953757788547,fair,0,unmatched,0,0,limited
w17008,2011,1.882722,1.906534224099785,fair,0,unmatched,0,0,fair
w17009,2011,3.3295625,3.2459914519224062,strong,0,unmatched,0,0,strong
w17010,2011,3.297258,3.1505677876812563,strong,3,top_field,0,1,strong
w17011,2011,3.573777,3.579868651269149,exceptional,0,unmatched,0,0,exceptional
w17012,2011,3.821706,3.8255015812943,exceptional,4,top5,1,1,exceptional
w17013,2011,3.2933055,3.2147210569172437,strong,0,unmatched,0,0,strong
w17014,2011,3.877999,3.895500984897198,exceptional,2,mid,0,0,exceptional
w17015,2011,2.6562825,2.2037209220825003,fair,0,unmatched,0,0,fair
w17016,2011,2.928977,2.8370986367255684,strong,2,mid,0,0,fair
w17017,2011,2.9912835,2.9507710862068772,strong,0,unmatched,0,0,strong
w17018,2011,2.786263,2.5573633203231667,strong,0,unmatched,0,0,fair
w17019,2011,3.049208,2.9578638330950997,strong,0,unmatched,0,0,strong
w17020,2011,3.403626,3.3938239460096424,strong,0,unmatched,0,0,strong
w17021,2011,2.352738,2.1961117921299445,fair,4,top5,1,1,fair
w17022,2011,2.779891,2.6613240225836785,fair,0,unmatched,0,0,fair
w17023,2011,3.18836,3.178608145305578,exceptional,2,mid,0,0,strong
w17024,2011,2.0430305000000004,1.9953144990069271,fair,2,mid,0,0,fair
w17025,2011,2.923507,2.651964507036737,strong,0,unmatched,0,0,strong
w17026,2011,3.241219,3.211264745688524,strong,3,top_field,0,1,strong
w17027,2011,3.9152385,3.92328733902868,exceptional,4,top5,1,1,exceptional
w17028,2011,3.490741,3.495956642592083,exceptional,3,top_field,0,1,strong
w17029,2011,3.567274,3.584447215495306,exceptional,1,lower,0,0,exceptional
w17030,2011,3.806529,3.832738130436633,exceptional,4,top5,1,1,exceptional
w17031,2011,3.1937375,2.982382182683276,strong,2,mid,0,0,strong
w17032,2011,3.0684365,3.047668237845815,strong,0,unmatched,0,0,strong
w17033,2011,2.9891315,2.985298997428876,strong,3,top_field,0,1,strong
w17034,2011,3.108471,2.898246815413586,strong,3,top_field,0,1,strong
w17035,2011,3.3179855000000003,3.2800399473175013,strong,4,top5,1,1,strong
w17036,2011,3.393272,3.2731887216419095,strong,0,unmatched,0,0,strong
w17037,2011,3.2874125000000003,3.2850022600684428,exceptional,4,top5,1,1,exceptional
w17038,2011,2.085024,2.053212090416892,fair,3,top_field,0,1,fair
w17039,2011,2.762286,2.6885244829210952,strong,3,top_field,0,1,strong
w17040,2011,2.1881594999999994,2.182520594104197,fair,0,unmatched,0,0,fair
w17041,2011,3.410399,3.5279964310116387,exceptional,1,lower,0,0,strong
w17042,2011,3.773987,3.794763231735428,exceptional,0,unmatched,0,0,exceptional
w17043,2011,3.0622749999999996,2.954618831350199,strong,2,mid,0,0,strong
w17044,2011,2.2334265,2.0529535083710995,fair,1,lower,0,0,fair
w17045,2011,2.5921045,2.4549449560695584,strong,4,top5,1,1,strong
w17046,2011,2.734442,2.8717115589482436,strong,0,unmatched,0,0,fair
w17047,2011,3.5636435000000004,3.6412595338089897,exceptional,3,top_field,0,1,strong
w17048,2011,2.2273895,1.9048023869195063,fair,0,unmatched,0,0,fair
w17049,2011,2.506646,2.053296443794665,fair,0,unmatched,0,0,fair
w17050,2011,2.6084400000000003,2.123616782308185,fair,2,mid,0,0,fair
w17051,2011,3.642864,3.765807204378727,exceptional,4,top5,1,1,exceptional
w17052,2011,1.0225065,1.017221470517344,limited,0,unmatched,0,0,limited
w17053,2011,2.0149275,1.9820624557963271,fair,0,unmatched,0,0,fair
w17054,2011,2.471467,2.2358811191583157,fair,0,unmatched,0,0,fair
w17055,2011,2.3666124999999996,2.1860379049846825,fair,0,unmatched,0,0,fair
w17056,2011,2.952336,2.892670555709437,strong,0,unmatched,0,0,strong
w17057,2011,3.51552,3.525275124341566,exceptional,1,lower,0,0,exceptional
w17058,2011,2.833925,2.7476389429937673,strong,0,unmatched,0,0,fair
w17059,2011,3.3923164999999997,3.3897972357284236,strong,1,lower,0,0,strong
w17060,2011,3.8271235,3.899795405585577,exceptional,0,unmatched,0,0,exceptional
w17061,2011,2.2252115,2.164044834142694,fair,0,unmatched,0,0,fair
w17062,2011,3.8925105,3.8954147591332697,exceptional,3,top_field,0,1,exceptional
w17063,2011,3.073449,2.784882574752222,strong,3,top_field,0,1,strong
w17064,2011,3.2519785000000003,3.187340852645238,strong,2,mid,0,0,strong
w17065,2011,3.3015815,3.131273565711772,strong,4,top5,1,1,strong
w17066,2011,3.4700379999999997,3.4691912349899177,strong,4,top5,1,1,strong
w17067,2011,3.696933000000001,3.699346866157619,exceptional,4,top5,1,1,exceptional
w17068,2011,2.2207035,2.155450639336158,fair,0,unmatched,0,0,fair
w17069,2011,2.0313144999999997,2.006072020010798,fair,1,lower,0,0,fair
w17070,2011,2.619248,2.5061984661362473,strong,3,top_field,0,1,fair
w17071,2011,3.731739,3.737496087315551,exceptional,3,top_field,0,1,exceptional
w17072,2011,2.2389319999999997,2.168832069474737,fair,1,lower,0,0,fair
w17073,2011,2.9480735,2.9032725384619633,strong,3,top_field,0,1,strong
w17074,2011,2.1358405000000005,2.1009515522517845,fair,2,mid,0,0,fair
w17075,2011,3.1968655,3.10643482120895,strong,3,top_field,0,1,strong
w17076,2011,3.3556844999999997,3.3408651812752703,exceptional,2,mid,0,0,strong
w17077,2011,2.1331775,2.077760215301561,fair,0,unmatched,0,0,limited
w17078,2011,1.7609395,1.7280592243017026,fair,0,unmatched,0,0,fair
w17079,2011,1.99324,1.9863425922332032,fair,0,unmatched,0,0,fair
w17080,2011,3.7593675,3.7633757859337216,exceptional,0,unmatched,0,0,exceptional
w17081,2011,2.46936,2.234880390240888,fair,0,unmatched,0,0,fair
w17082,2011,1.9159835000000005,1.8981458239310407,fair,0,unmatched,0,0,fair
w17083,2011,3.3298984999999997,3.2711771454985694,strong,1,lower,0,0,strong
w17084,2011,2.7470665000000003,2.4856969714630552,strong,2,mid,0,0,strong
w17085,2011,3.0284595000000003,2.915178465998929,strong,2,mid,0,0,strong
w17086,2011,3.4441935,3.433977740378622,exceptional,4,top5,1,1,strong
w17087,2011,3.0018725,2.8904490400927387,strong,1,lower,0,0,strong
w17088,2011,2.2971459999999997,2.2138507257177475,fair,3,top_field,0,1,fair
